"TIER","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Fuel Comb. Other","CA","06","Sutter","101","PM2.5 Primary (Filt + Cond)","CAP","221.6416539756","TON"
"Fuel Comb. Other","CA","06","Siskiyou","093","PM2.5 Primary (Filt + Cond)","CAP","215.90374879","TON"
"Waste Disposal & Recycling","CA","06","Los Angeles","037","PM2.5 Primary (Filt + Cond)","CAP","214.539262317","TON"
"Waste Disposal & Recycling","CA","06","Monterey","053","PM2.5 Primary (Filt + Cond)","CAP","212.846444","TON"
"Other Industrial Processes","CA","06","Ventura","111","PM2.5 Primary (Filt + Cond)","CAP","207.28578630426","TON"
"Off-Highway","CA","06","Sacramento","067","PM2.5 Primary (Filt + Cond)","CAP","205.16011509289","TON"
"Fuel Comb. Other","CA","06","Tuolumne","109","PM2.5 Primary (Filt + Cond)","CAP","203.92675285","TON"
"Other Industrial Processes","CA","06","Humboldt","023","PM2.5 Primary (Filt + Cond)","CAP","197.907127192","TON"
"Highway Vehicles","CA","06","Ventura","111","PM2.5 Primary (Filt + Cond)","CAP","196.85198688","TON"
"Other Industrial Processes","CA","06","Imperial","025","PM2.5 Primary (Filt + Cond)","CAP","192.77993875774","TON"
"Fuel Comb. Other","CA","06","Lassen","035","PM2.5 Primary (Filt + Cond)","CAP","191.81468282","TON"
"Fuel Comb. Industrial","CA","06","Shasta","089","PM2.5 Primary (Filt + Cond)","CAP","182.1231517925","TON"
"Petroleum & Related Industries","CA","06","Los Angeles","037","PM2.5 Primary (Filt + Cond)","CAP","179.71476570273976","TON"
"Off-Highway","CA","06","San Francisco","075","PM2.5 Primary (Filt + Cond)","CAP","178.593126014","TON"
"Other Industrial Processes","CA","06","Madera","039","PM2.5 Primary (Filt + Cond)","CAP","178.589269768671","TON"
"Other Industrial Processes","CA","06","Monterey","053","PM2.5 Primary (Filt + Cond)","CAP","177.24098405","TON"
"Fuel Comb. Other","CA","06","Tulare","107","PM2.5 Primary (Filt + Cond)","CAP","174.5894044106024","TON"
"Fuel Comb. Other","CA","06","Calaveras","009","PM2.5 Primary (Filt + Cond)","CAP","173.61636097","TON"
"Fuel Comb. Elec. Util.","CA","06","San Diego","073","PM2.5 Primary (Filt + Cond)","CAP","173.31060234326","TON"
"Fuel Comb. Elec. Util.","CA","06","San Bernardino","071","PM2.5 Primary (Filt + Cond)","CAP","170.572390965451","TON"
"Off-Highway","CA","06","Contra Costa","013","PM2.5 Primary (Filt + Cond)","CAP","169.73798649538","TON"
"Off-Highway","CA","06","San Mateo","081","PM2.5 Primary (Filt + Cond)","CAP","166.31340423499","TON"
"Fuel Comb. Industrial","CA","06","Monterey","053","PM2.5 Primary (Filt + Cond)","CAP","164.2227755952","TON"
"Off-Highway","CA","06","Stanislaus","099","PM2.5 Primary (Filt + Cond)","CAP","164.038262418387","TON"
"Fuel Comb. Other","CA","06","Tehama","103","PM2.5 Primary (Filt + Cond)","CAP","161.93646431","TON"
"Fuel Comb. Other","CA","06","Yuba","115","PM2.5 Primary (Filt + Cond)","CAP","161.017814422","TON"
"Other Industrial Processes","CA","06","Inyo","027","PM2.5 Primary (Filt + Cond)","CAP","160.062496192","TON"
"Fuel Comb. Other","CA","06","Lake","033","PM2.5 Primary (Filt + Cond)","CAP","157.15577609","TON"
"Off-Highway","CA","06","Ventura","111","PM2.5 Primary (Filt + Cond)","CAP","155.385999349979","TON"
"Highway Vehicles","CA","06","San Mateo","081","PM2.5 Primary (Filt + Cond)","CAP","152.67902372","TON"
"Highway Vehicles","CA","06","Solano","095","PM2.5 Primary (Filt + Cond)","CAP","146.46615683","TON"
"Highway Vehicles","CA","06","Stanislaus","099","PM2.5 Primary (Filt + Cond)","CAP","142.79643941","TON"
"Other Industrial Processes","CA","06","Santa Cruz","087","PM2.5 Primary (Filt + Cond)","CAP","141.833091","TON"
"Fuel Comb. Other","CA","06","San Francisco","075","PM2.5 Primary (Filt + Cond)","CAP","141.294946158","TON"
"Off-Highway","CA","06","Merced","047","PM2.5 Primary (Filt + Cond)","CAP","139.441192091","TON"
"Other Industrial Processes","CA","06","Merced","047","PM2.5 Primary (Filt + Cond)","CAP","139.1196276947679","TON"
"Fuel Comb. Other","CA","06","Merced","047","PM2.5 Primary (Filt + Cond)","CAP","136.6395487246371","TON"
"Highway Vehicles","CA","06","Tulare","107","PM2.5 Primary (Filt + Cond)","CAP","136.28789932","TON"
"Other Industrial Processes","CA","06","Solano","095","PM2.5 Primary (Filt + Cond)","CAP","134.738454164","TON"
"Fuel Comb. Industrial","CA","06","San Diego","073","PM2.5 Primary (Filt + Cond)","CAP","134.3406412279667","TON"
"Fuel Comb. Other","CA","06","Napa","055","PM2.5 Primary (Filt + Cond)","CAP","134.031805014","TON"
"Other Industrial Processes","CA","06","Tehama","103","PM2.5 Primary (Filt + Cond)","CAP","132.891560853","TON"
"Waste Disposal & Recycling","CA","06","Amador","005","PM2.5 Primary (Filt + Cond)","CAP","132.582332","TON"
"Highway Vehicles","CA","06","Merced","047","PM2.5 Primary (Filt + Cond)","CAP","131.63988024","TON"
"Fuel Comb. Other","CA","06","Amador","005","PM2.5 Primary (Filt + Cond)","CAP","131.181979086","TON"
"Highway Vehicles","CA","06","Monterey","053","PM2.5 Primary (Filt + Cond)","CAP","130.08234582","TON"
"Waste Disposal & Recycling","CA","06","Calaveras","009","PM2.5 Primary (Filt + Cond)","CAP","129.86","TON"
"Fuel Comb. Industrial","CA","06","San Bernardino","071","PM2.5 Primary (Filt + Cond)","CAP","128.7642018840674","TON"
"Metals Processing","CA","06","Alameda","001","PM2.5 Primary (Filt + Cond)","CAP","126.99737332884","TON"
"Highway Vehicles","CA","06","Santa Barbara","083","PM2.5 Primary (Filt + Cond)","CAP","123.66406448","TON"
"Highway Vehicles","CA","06","Placer","061","PM2.5 Primary (Filt + Cond)","CAP","122.57278267","TON"
"Highway Vehicles","CA","06","Sonoma","097","PM2.5 Primary (Filt + Cond)","CAP","122.35402912","TON"
"Other Industrial Processes","CA","06","Glenn","021","PM2.5 Primary (Filt + Cond)","CAP","121.327657","TON"
"Waste Disposal & Recycling","CA","06","Del Norte","015","PM2.5 Primary (Filt + Cond)","CAP","115.316738634","TON"
"Miscellaneous","CA","06","San Francisco","075","PM2.5 Primary (Filt + Cond)","CAP","114.66588856591","TON"
"Fuel Comb. Industrial","CA","06","Fresno","019","PM2.5 Primary (Filt + Cond)","CAP","114.2414041328975","TON"
"Fuel Comb. Elec. Util.","CA","06","Los Angeles","037","PM2.5 Primary (Filt + Cond)","CAP","112.6043773870505","TON"
"Solvent Utilization","CA","06","Riverside","065","PM2.5 Primary (Filt + Cond)","CAP","109.89217899491575","TON"
"Off-Highway","CA","06","Butte","007","PM2.5 Primary (Filt + Cond)","CAP","104.836954462885","TON"
"Fuel Comb. Industrial","CA","06","Humboldt","023","PM2.5 Primary (Filt + Cond)","CAP","103.750040963425","TON"
"Off-Highway","CA","06","Placer","061","PM2.5 Primary (Filt + Cond)","CAP","103.1431749525","TON"
"Off-Highway","CA","06","Solano","095","PM2.5 Primary (Filt + Cond)","CAP","102.7747687525","TON"
"Off-Highway","CA","06","Sonoma","097","PM2.5 Primary (Filt + Cond)","CAP","102.7703644039","TON"
"Highway Vehicles","CA","06","Shasta","089","PM2.5 Primary (Filt + Cond)","CAP","101.25073182","TON"
"Other Industrial Processes","CA","06","El Dorado","017","PM2.5 Primary (Filt + Cond)","CAP","101.03765084","TON"
"Chemical & Allied Product Mfg","CA","06","Contra Costa","013","PM2.5 Primary (Filt + Cond)","CAP","100.768293641","TON"
"Other Industrial Processes","CA","06","Tuolumne","109","PM2.5 Primary (Filt + Cond)","CAP","100.601872","TON"
"Off-Highway","CA","06","Monterey","053","PM2.5 Primary (Filt + Cond)","CAP","100.29398172504","TON"
"Off-Highway","CA","06","Madera","039","PM2.5 Primary (Filt + Cond)","CAP","99.7125176075","TON"
"Other Industrial Processes","CA","06","Santa Barbara","083","PM2.5 Primary (Filt + Cond)","CAP","99.35965214128","TON"
"Other Industrial Processes","CA","06","San Benito","069","PM2.5 Primary (Filt + Cond)","CAP","98.55646","TON"
"Solvent Utilization","CA","06","Orange","059","PM2.5 Primary (Filt + Cond)","CAP","93.678809923683375","TON"
"Waste Disposal & Recycling","CA","06","Humboldt","023","PM2.5 Primary (Filt + Cond)","CAP","93.416040585","TON"
"Fuel Comb. Elec. Util.","CA","06","Placer","061","PM2.5 Primary (Filt + Cond)","CAP","93.13236544875","TON"
"Fuel Comb. Industrial","CA","06","Solano","095","PM2.5 Primary (Filt + Cond)","CAP","92.695852928","TON"
"Highway Vehicles","CA","06","San Francisco","075","PM2.5 Primary (Filt + Cond)","CAP","92.551377559","TON"
"Other Industrial Processes","CA","06","Nevada","057","PM2.5 Primary (Filt + Cond)","CAP","89.79705524","TON"
"Highway Vehicles","CA","06","Imperial","025","PM2.5 Primary (Filt + Cond)","CAP","85.34103325","TON"
"Fuel Comb. Industrial","CA","06","Madera","039","PM2.5 Primary (Filt + Cond)","CAP","85.27176536014","TON"
"Highway Vehicles","CA","06","San Luis Obispo","079","PM2.5 Primary (Filt + Cond)","CAP","85.25040758","TON"
"Fuel Comb. Other","CA","06","Del Norte","015","PM2.5 Primary (Filt + Cond)","CAP","81.425271707","TON"
"Off-Highway","CA","06","Santa Barbara","083","PM2.5 Primary (Filt + Cond)","CAP","80.53553309201","TON"
"Off-Highway","CA","06","Imperial","025","PM2.5 Primary (Filt + Cond)","CAP","80.454341090263","TON"
"Off-Highway","CA","06","San Luis Obispo","079","PM2.5 Primary (Filt + Cond)","CAP","75.890932012618","TON"
"Waste Disposal & Recycling","CA","06","Placer","061","PM2.5 Primary (Filt + Cond)","CAP","74.92933","TON"
"Off-Highway","CA","06","Shasta","089","PM2.5 Primary (Filt + Cond)","CAP","74.36438280576","TON"
"Off-Highway","CA","06","Yolo","113","PM2.5 Primary (Filt + Cond)","CAP","72.5790013105","TON"
"Highway Vehicles","CA","06","Yolo","113","PM2.5 Primary (Filt + Cond)","CAP","71.72470189","TON"
"Off-Highway","CA","06","Kings","031","PM2.5 Primary (Filt + Cond)","CAP","71.64840884955","TON"
