"TIER","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Fuel Comb. Elec. Util.","RI","44","Newport","005","PM2.5 Primary (Filt + Cond)","CAP","18.87","TON"
"Fuel Comb. Other","RI","44","Washington","009","Lead","CAP/HAP","18.58195743688","LB"
"Waste Disposal & Recycling","RI","44","Kent","003","Nitrogen Oxides","CAP","18.4486536","TON"
"Fuel Comb. Other","RI","44","Newport","005","Ammonia","CAP","18.2444355586","TON"
"Highway Vehicles","RI","44","Newport","005","PM2.5 Primary (Filt + Cond)","CAP","17.75768110989","TON"
"Fuel Comb. Industrial","RI","44","Bristol","001","Nitrogen Oxides","CAP","17.542498","TON"
"Chemical & Allied Product Mfg","RI","44","Washington","009","Volatile Organic Compounds","CAP","16.385695","TON"
"Storage & Transport","RI","44","Providence","007","Nitrogen Oxides","CAP","16.353965","TON"
"Fuel Comb. Other","RI","44","Bristol","001","Sulfur Dioxide","CAP","15.84043765121","TON"
"Highway Vehicles","RI","44","Newport","005","Ammonia","CAP","15.0278898248","TON"
