"TIER","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Chemical & Allied Product Mfg","CT","09","Hartford","003","PM2.5 Primary (Filt + Cond)","CAP",".0001298088","TON"
"Chemical & Allied Product Mfg","CT","09","Hartford","003","PM10 Primary (Filt + Cond)","CAP",".0001298088","TON"
"Solvent Utilization","CT","09","Litchfield","005","PM2.5 Primary (Filt + Cond)","CAP",".000004979","TON"
"Solvent Utilization","CT","09","New London","011","Ammonia","CAP","0","TON"
"Solvent Utilization","CT","09","Litchfield","005","Carbon Monoxide","CAP","0","TON"
"Metals Processing","CT","09","Hartford","003","PM2.5 Primary (Filt + Cond)","CAP","0","TON"
"Solvent Utilization","CT","09","New London","011","Sulfur Dioxide","CAP","0","TON"
"Solvent Utilization","CT","09","Litchfield","005","Nitrogen Oxides","CAP","0","TON"
"Metals Processing","CT","09","New Haven","009","Volatile Organic Compounds","CAP","0","TON"
"Metals Processing","CT","09","Hartford","003","Lead","CAP/HAP","0","LB"
"Solvent Utilization","CT","09","Hartford","003","Sulfur Dioxide","CAP","0","TON"
"Chemical & Allied Product Mfg","CT","09","Hartford","003","Carbon Monoxide","CAP","0","TON"
"Storage & Transport","CT","09","New Haven","009","Carbon Monoxide","CAP","0","TON"
"Metals Processing","CT","09","Hartford","003","Sulfur Dioxide","CAP","0","TON"
"Solvent Utilization","CT","09","New London","011","PM10 Primary (Filt + Cond)","CAP","0","TON"
"Solvent Utilization","CT","09","Hartford","003","Ammonia","CAP","0","TON"
"Metals Processing","CT","09","Hartford","003","Volatile Organic Compounds","CAP","0","TON"
"Solvent Utilization","CT","09","Litchfield","005","Ammonia","CAP","0","TON"
"Solvent Utilization","CT","09","Hartford","003","Nitrogen Oxides","CAP","0","TON"
"Storage & Transport","CT","09","Hartford","003","PM10 Primary (Filt + Cond)","CAP","0","TON"
"Metals Processing","CT","09","Hartford","003","Ammonia","CAP","0","TON"
"Storage & Transport","CT","09","Hartford","003","Carbon Monoxide","CAP","0","TON"
"Storage & Transport","CT","09","Hartford","003","Sulfur Dioxide","CAP","0","TON"
"Storage & Transport","CT","09","New Haven","009","PM10 Primary (Filt + Cond)","CAP","0","TON"
"Metals Processing","CT","09","Hartford","003","Carbon Monoxide","CAP","0","TON"
"Metals Processing","CT","09","Hartford","003","Nitrogen Oxides","CAP","0","TON"
"Storage & Transport","CT","09","Fairfield","001","PM2.5 Primary (Filt + Cond)","CAP","0","TON"
"Solvent Utilization","CT","09","New Haven","009","PM2.5 Primary (Filt + Cond)","CAP","0","TON"
"Solvent Utilization","CT","09","New London","011","Nitrogen Oxides","CAP","0","TON"
"Solvent Utilization","CT","09","Fairfield","001","Lead","CAP/HAP","0","LB"
"Solvent Utilization","CT","09","New London","011","Carbon Monoxide","CAP","0","TON"
"Storage & Transport","CT","09","New Haven","009","PM2.5 Primary (Filt + Cond)","CAP","0","TON"
"Solvent Utilization","CT","09","Fairfield","001","Carbon Monoxide","CAP","0","TON"
"Solvent Utilization","CT","09","New London","011","PM2.5 Primary (Filt + Cond)","CAP","0","TON"
"Solvent Utilization","CT","09","Litchfield","005","Sulfur Dioxide","CAP","0","TON"
"Storage & Transport","CT","09","New Haven","009","Ammonia","CAP","0","TON"
"Storage & Transport","CT","09","Hartford","003","Nitrogen Oxides","CAP","0","TON"
"Solvent Utilization","CT","09","Fairfield","001","Nitrogen Oxides","CAP","0","TON"
"Solvent Utilization","CT","09","Fairfield","001","Ammonia","CAP","0","TON"
"Storage & Transport","CT","09","Hartford","003","Ammonia","CAP","0","TON"
"Storage & Transport","CT","09","New Haven","009","Nitrogen Oxides","CAP","0","TON"
"Storage & Transport","CT","09","Hartford","003","PM2.5 Primary (Filt + Cond)","CAP","0","TON"
"Solvent Utilization","CT","09","New Haven","009","PM10 Primary (Filt + Cond)","CAP","0","TON"
"Storage & Transport","CT","09","New Haven","009","Sulfur Dioxide","CAP","0","TON"
"Solvent Utilization","CT","09","Fairfield","001","Sulfur Dioxide","CAP","0","TON"
"Other Industrial Processes","CT","09","Middlesex","007","Lead","CAP/HAP","0","LB"
"Solvent Utilization","CT","09","Hartford","003","Carbon Monoxide","CAP","0","TON"
"Chemical & Allied Product Mfg","CT","09","Hartford","003","Nitrogen Oxides","CAP","0","TON"
"Chemical & Allied Product Mfg","CT","09","Hartford","003","Ammonia","CAP","0","TON"
"Solvent Utilization","CT","09","Litchfield","005","Lead","CAP/HAP","0","LB"
"Solvent Utilization","CT","09","New London","011","Lead","CAP/HAP","0","LB"
"Chemical & Allied Product Mfg","CT","09","Hartford","003","Sulfur Dioxide","CAP","0","TON"
"Metals Processing","CT","09","Hartford","003","PM10 Primary (Filt + Cond)","CAP","0","TON"
"Chemical & Allied Product Mfg","CT","09","Hartford","003","Lead","CAP/HAP","0","LB"
