"TIER","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Fuel Comb. Industrial","VT","50","Rutland","021","Sulfur Dioxide","CAP","9.6498265","TON"
"Highway Vehicles","VT","50","Addison","001","PM2.5 Primary (Filt + Cond)","CAP","9.5520467378","TON"
"Fuel Comb. Industrial","VT","50","Windham","025","PM2.5 Primary (Filt + Cond)","CAP","9.499962848","TON"
"Highway Vehicles","VT","50","Bennington","003","PM2.5 Primary (Filt + Cond)","CAP","9.46435106036","TON"
"Miscellaneous","VT","50","Bennington","003","Volatile Organic Compounds","CAP","9.3370707824394","TON"
"Miscellaneous","VT","50","Grand Isle","013","Volatile Organic Compounds","CAP","9.2995031496809","TON"
"Highway Vehicles","VT","50","Windsor","027","Sulfur Dioxide","CAP","9.2415253625","TON"
"Waste Disposal & Recycling","VT","50","Chittenden","007","Sulfur Dioxide","CAP","9.15611716","TON"
"Fuel Comb. Industrial","VT","50","Washington","023","Volatile Organic Compounds","CAP","9.12915609","TON"
"Fuel Comb. Other","VT","50","Windham","025","Lead","CAP/HAP","8.98565148","LB"
"Fuel Comb. Industrial","VT","50","Orange","017","Carbon Monoxide","CAP","8.93603762","TON"
"Fuel Comb. Industrial","VT","50","Chittenden","007","Lead","CAP/HAP","8.90291708","LB"
"Fuel Comb. Industrial","VT","50","Windsor","027","PM10 Primary (Filt + Cond)","CAP","8.75241749","TON"
"Fuel Comb. Other","VT","50","Bennington","003","Lead","CAP/HAP","8.726535438","LB"
"Fuel Comb. Industrial","VT","50","Windham","025","Sulfur Dioxide","CAP","8.54667119","TON"
"Fuel Comb. Industrial","VT","50","Windsor","027","PM2.5 Primary (Filt + Cond)","CAP","8.36576163","TON"
"Highway Vehicles","VT","50","Orleans","019","Ammonia","CAP","8.064273631382","TON"
"Fuel Comb. Industrial","VT","50","Windsor","027","Sulfur Dioxide","CAP","7.90417202","TON"
"Fuel Comb. Industrial","VT","50","Windham","025","Volatile Organic Compounds","CAP","7.851163335","TON"
"Waste Disposal & Recycling","VT","50","Orleans","019","Nitrogen Oxides","CAP","7.70354108","TON"
"Fuel Comb. Industrial","VT","50","Rutland","021","Volatile Organic Compounds","CAP","7.592719935","TON"
"Waste Disposal & Recycling","VT","50","Essex","009","PM10 Primary (Filt + Cond)","CAP","7.536685","TON"
"Waste Disposal & Recycling","VT","50","Grand Isle","013","PM10 Primary (Filt + Cond)","CAP","7.5027226","TON"
"Waste Disposal & Recycling","VT","50","Lamoille","015","Nitrogen Oxides","CAP","7.45361718","TON"
"Highway Vehicles","VT","50","Orleans","019","PM2.5 Primary (Filt + Cond)","CAP","7.36140426766","TON"
"Highway Vehicles","VT","50","Lamoille","015","Ammonia","CAP","7.354100191773","TON"
"Off-Highway","VT","50","Grand Isle","013","Lead","CAP/HAP","7.281459114","LB"
"Storage & Transport","VT","50","Essex","009","Volatile Organic Compounds","CAP","6.9550447659","TON"
"Waste Disposal & Recycling","VT","50","Essex","009","PM2.5 Primary (Filt + Cond)","CAP","6.85982782","TON"
"Waste Disposal & Recycling","VT","50","Orange","017","Volatile Organic Compounds","CAP","6.8573106","TON"
"Waste Disposal & Recycling","VT","50","Grand Isle","013","PM2.5 Primary (Filt + Cond)","CAP","6.82761224","TON"
"Fuel Comb. Other","VT","50","Franklin","011","Lead","CAP/HAP","6.81129251","LB"
"Fuel Comb. Industrial","VT","50","Essex","009","Lead","CAP/HAP","6.7401745144","LB"
"Waste Disposal & Recycling","VT","50","Caledonia","005","Nitrogen Oxides","CAP","6.63446692","TON"
"Highway Vehicles","VT","50","Lamoille","015","PM2.5 Primary (Filt + Cond)","CAP","6.59122817419","TON"
"Fuel Comb. Industrial","VT","50","Bennington","003","PM10 Primary (Filt + Cond)","CAP","6.57946175","TON"
"Highway Vehicles","VT","50","Washington","023","Sulfur Dioxide","CAP","6.577726220374","TON"
"Fuel Comb. Other","VT","50","Addison","001","Lead","CAP/HAP","6.573753086","LB"
"Fuel Comb. Industrial","VT","50","Windsor","027","Volatile Organic Compounds","CAP","6.495925412","TON"
"Other Industrial Processes","VT","50","Orange","017","PM2.5 Primary (Filt + Cond)","CAP","6.36152899","TON"
"Fuel Comb. Industrial","VT","50","Bennington","003","PM2.5 Primary (Filt + Cond)","CAP","6.2725715","TON"
"Fuel Comb. Industrial","VT","50","Addison","001","PM10 Primary (Filt + Cond)","CAP","6.17762502","TON"
"Fuel Comb. Other","VT","50","Essex","009","Sulfur Dioxide","CAP","6.091629347","TON"
"Highway Vehicles","VT","50","Windham","025","Sulfur Dioxide","CAP","6.043335544857","TON"
"Fuel Comb. Industrial","VT","50","Bennington","003","Sulfur Dioxide","CAP","6.03600174","TON"
"Waste Disposal & Recycling","VT","50","Bennington","003","Nitrogen Oxides","CAP","5.99584948","TON"
"Highway Vehicles","VT","50","Rutland","021","Sulfur Dioxide","CAP","5.98838919121","TON"
"Other Industrial Processes","VT","50","Rutland","021","Volatile Organic Compounds","CAP","5.97123071","TON"
"Fuel Comb. Industrial","VT","50","Addison","001","PM2.5 Primary (Filt + Cond)","CAP","5.89679025","TON"
"Fuel Comb. Other","VT","50","Caledonia","005","Lead","CAP/HAP","5.653848864","LB"
"Fuel Comb. Industrial","VT","50","Addison","001","Sulfur Dioxide","CAP","5.62491793","TON"
"Fuel Comb. Industrial","VT","50","Franklin","011","PM10 Primary (Filt + Cond)","CAP","5.57324197","TON"
"Miscellaneous","VT","50","Essex","009","Volatile Organic Compounds","CAP","5.49048201769261","TON"
"Fuel Comb. Industrial","VT","50","Franklin","011","Sulfur Dioxide","CAP","5.43931687","TON"
"Fuel Comb. Other","VT","50","Grand Isle","013","Sulfur Dioxide","CAP","5.426252262","TON"
"Fuel Comb. Industrial","VT","50","Franklin","011","PM2.5 Primary (Filt + Cond)","CAP","5.25704474","TON"
"Fuel Comb. Other","VT","50","Orleans","019","Lead","CAP/HAP","5.20188816","LB"
"Highway Vehicles","VT","50","Grand Isle","013","PM10 Primary (Filt + Cond)","CAP","5.15674186198","TON"
"Miscellaneous","VT","50","Franklin","011","Nitrogen Oxides","CAP","5.11729011152","TON"
"Fuel Comb. Industrial","VT","50","Lamoille","015","PM10 Primary (Filt + Cond)","CAP","4.992682886","TON"
"Waste Disposal & Recycling","VT","50","Orange","017","Nitrogen Oxides","CAP","4.98508924","TON"
"Other Industrial Processes","VT","50","Washington","023","Volatile Organic Compounds","CAP","4.8984659","TON"
"Other Industrial Processes","VT","50","Windham","025","Volatile Organic Compounds","CAP","4.85369703","TON"
"Fuel Comb. Industrial","VT","50","Bennington","003","Volatile Organic Compounds","CAP","4.846428975","TON"
"Fuel Comb. Industrial","VT","50","Lamoille","015","PM2.5 Primary (Filt + Cond)","CAP","4.81436615","TON"
"Fuel Comb. Elec. Util.","VT","50","Caledonia","005","Volatile Organic Compounds","CAP","4.7543","TON"
"Highway Vehicles","VT","50","Franklin","011","Sulfur Dioxide","CAP","4.702908176752","TON"
"Waste Disposal & Recycling","VT","50","Washington","023","Sulfur Dioxide","CAP","4.6544949","TON"
"Fuel Comb. Other","VT","50","Orange","017","Lead","CAP/HAP","4.651099908","LB"
"Fuel Comb. Industrial","VT","50","Orleans","019","Volatile Organic Compounds","CAP","4.64691656","TON"
"Fuel Comb. Industrial","VT","50","Addison","001","Volatile Organic Compounds","CAP","4.566997199","TON"
"Fuel Comb. Industrial","VT","50","Orleans","019","Sulfur Dioxide","CAP","4.50041324","TON"
"Fuel Comb. Other","VT","50","Essex","009","Ammonia","CAP","4.4224045747","TON"
"Fuel Comb. Industrial","VT","50","Lamoille","015","Sulfur Dioxide","CAP","4.26362582","TON"
"Fuel Comb. Other","VT","50","Lamoille","015","Lead","CAP/HAP","4.1585518","LB"
"Fuel Comb. Industrial","VT","50","Chittenden","007","Ammonia","CAP","4.03625168","TON"
"Highway Vehicles","VT","50","Orange","017","Sulfur Dioxide","CAP","4.007161934245","TON"
"Fuel Comb. Industrial","VT","50","Franklin","011","Volatile Organic Compounds","CAP","3.977863727","TON"
"Waste Disposal & Recycling","VT","50","Rutland","021","Sulfur Dioxide","CAP","3.9452671","TON"
"Other Industrial Processes","VT","50","Windsor","027","Volatile Organic Compounds","CAP","3.91496632","TON"
"Waste Disposal & Recycling","VT","50","Windham","025","Sulfur Dioxide","CAP","3.90263528","TON"
"Fuel Comb. Industrial","VT","50","Essex","009","Volatile Organic Compounds","CAP","3.8890197231","TON"
"Highway Vehicles","VT","50","Caledonia","005","Sulfur Dioxide","CAP","3.83114524992","TON"
"Fuel Comb. Industrial","VT","50","Caledonia","005","PM10 Primary (Filt + Cond)","CAP","3.81277485","TON"
"Fuel Comb. Industrial","VT","50","Lamoille","015","Volatile Organic Compounds","CAP","3.8011849239","TON"
"Highway Vehicles","VT","50","Addison","001","Sulfur Dioxide","CAP","3.75366172398","TON"
"Miscellaneous","VT","50","Windsor","027","Nitrogen Oxides","CAP","3.734142333498","TON"
"Highway Vehicles","VT","50","Essex","009","PM10 Primary (Filt + Cond)","CAP","3.67053765991","TON"
"Highway Vehicles","VT","50","Bennington","003","Sulfur Dioxide","CAP","3.653399126979","TON"
"Fuel Comb. Industrial","VT","50","Caledonia","005","PM2.5 Primary (Filt + Cond)","CAP","3.62247604","TON"
"Other Industrial Processes","VT","50","Essex","009","Volatile Organic Compounds","CAP","3.586208493","TON"
"Fuel Comb. Industrial","VT","50","Caledonia","005","Sulfur Dioxide","CAP","3.57014289","TON"
"Fuel Comb. Other","VT","50","Grand Isle","013","Ammonia","CAP","3.4884655384","TON"
"Off-Highway","VT","50","Chittenden","007","Ammonia","CAP","3.467018581152","TON"
"Fuel Comb. Industrial","VT","50","Grand Isle","013","Nitrogen Oxides","CAP","3.411357972","TON"
"Other Industrial Processes","VT","50","Franklin","011","Volatile Organic Compounds","CAP","3.32089915","TON"
"Miscellaneous","VT","50","Orleans","019","Carbon Monoxide","CAP","3.311073206871","TON"
"Solvent Utilization","VT","50","Orleans","019","Lead","CAP/HAP","3.271","LB"
"Waste Disposal & Recycling","VT","50","Addison","001","Sulfur Dioxide","CAP","3.25511514","TON"
"Miscellaneous","VT","50","Caledonia","005","Nitrogen Oxides","CAP","3.251772112311","TON"
"Miscellaneous","VT","50","Orange","017","Nitrogen Oxides","CAP","3.225296080368","TON"
"Waste Disposal & Recycling","VT","50","Franklin","011","Sulfur Dioxide","CAP","3.15687912","TON"
"Other Industrial Processes","VT","50","Bennington","003","Volatile Organic Compounds","CAP","2.895499473","TON"
"Waste Disposal & Recycling","VT","50","Windsor","027","Sulfur Dioxide","CAP","2.84280312","TON"
"Miscellaneous","VT","50","Franklin","011","Sulfur Dioxide","CAP","2.825910750478","TON"
"Fuel Comb. Industrial","VT","50","Orange","017","PM10 Primary (Filt + Cond)","CAP","2.789971475","TON"
"Fuel Comb. Industrial","VT","50","Caledonia","005","Volatile Organic Compounds","CAP","2.7802728128","TON"
"Other Industrial Processes","VT","50","Essex","009","Carbon Monoxide","CAP","2.77024556","TON"
"Highway Vehicles","VT","50","Orleans","019","Sulfur Dioxide","CAP","2.719975293749","TON"
"Fuel Comb. Industrial","VT","50","Washington","023","Lead","CAP/HAP","2.69926846","LB"
"Other Industrial Processes","VT","50","Lamoille","015","Volatile Organic Compounds","CAP","2.694298655","TON"
"Fuel Comb. Industrial","VT","50","Essex","009","Sulfur Dioxide","CAP","2.686360499","TON"
"Other Industrial Processes","VT","50","Grand Isle","013","Carbon Monoxide","CAP","2.68069566","TON"
"Fuel Comb. Industrial","VT","50","Orange","017","PM2.5 Primary (Filt + Cond)","CAP","2.649940901","TON"
"Fuel Comb. Industrial","VT","50","Orange","017","Sulfur Dioxide","CAP","2.61695929","TON"
"Highway Vehicles","VT","50","Lamoille","015","Sulfur Dioxide","CAP","2.518860631656","TON"
"Off-Highway","VT","50","Essex","009","Lead","CAP/HAP","2.4436186","LB"
"Waste Disposal & Recycling","VT","50","Essex","009","Volatile Organic Compounds","CAP","2.43342272","TON"
"Highway Vehicles","VT","50","Grand Isle","013","Ammonia","CAP","2.380971962701","TON"
"Fuel Comb. Industrial","VT","50","Rutland","021","Lead","CAP/HAP","2.31563732","LB"
"Off-Highway","VT","50","Rutland","021","Sulfur Dioxide","CAP","2.2942159930631","TON"
"Waste Disposal & Recycling","VT","50","Orleans","019","Sulfur Dioxide","CAP","2.285565116","TON"
"Highway Vehicles","VT","50","Grand Isle","013","PM2.5 Primary (Filt + Cond)","CAP","2.2824589496","TON"
"Miscellaneous","VT","50","Addison","001","Nitrogen Oxides","CAP","2.235296629931","TON"
"Waste Disposal & Recycling","VT","50","Grand Isle","013","Volatile Organic Compounds","CAP","2.19685192","TON"
"Fuel Comb. Industrial","VT","50","Windham","025","Lead","CAP/HAP","2.174773928","LB"
"Waste Disposal & Recycling","VT","50","Lamoille","015","Sulfur Dioxide","CAP","2.132877244","TON"
"Other Industrial Processes","VT","50","Addison","001","Volatile Organic Compounds","CAP","2.116651831","TON"
"Storage & Transport","VT","50","Rutland","021","PM10 Primary (Filt + Cond)","CAP","2.07","TON"
"Storage & Transport","VT","50","Rutland","021","PM2.5 Primary (Filt + Cond)","CAP","2.07","TON"
"Miscellaneous","VT","50","Windsor","027","Sulfur Dioxide","CAP","2.052553971012","TON"
"Fuel Comb. Industrial","VT","50","Orange","017","Volatile Organic Compounds","CAP","2.0326767252","TON"
"Off-Highway","VT","50","Washington","023","Sulfur Dioxide","CAP","1.9631152101351","TON"
"Fuel Comb. Industrial","VT","50","Windsor","027","Lead","CAP/HAP","1.94516736","LB"
"Other Industrial Processes","VT","50","Chittenden","007","Ammonia","CAP","1.887","TON"
"Waste Disposal & Recycling","VT","50","Caledonia","005","Sulfur Dioxide","CAP","1.841781804","TON"
"Miscellaneous","VT","50","Caledonia","005","Sulfur Dioxide","CAP","1.800978729726","TON"
"Miscellaneous","VT","50","Chittenden","007","Nitrogen Oxides","CAP","1.79400361901","TON"
"Miscellaneous","VT","50","Orange","017","Sulfur Dioxide","CAP","1.788601750337","TON"
"Other Industrial Processes","VT","50","Caledonia","005","Volatile Organic Compounds","CAP","1.756731374","TON"
"Highway Vehicles","VT","50","Essex","009","Ammonia","CAP","1.747337352936","TON"
"Highway Vehicles","VT","50","Essex","009","PM2.5 Primary (Filt + Cond)","CAP","1.70432965401","TON"
"Fuel Comb. Elec. Util.","VT","50","Caledonia","005","PM10 Primary (Filt + Cond)","CAP","1.56001","TON"
"Waste Disposal & Recycling","VT","50","Bennington","003","Sulfur Dioxide","CAP","1.548503762","TON"
"Fuel Comb. Industrial","VT","50","Bennington","003","Lead","CAP/HAP","1.465442014","LB"
"Off-Highway","VT","50","Franklin","011","Sulfur Dioxide","CAP","1.4561577670964","TON"
"Waste Disposal & Recycling","VT","50","Essex","009","Nitrogen Oxides","CAP","1.42413236","TON"
"Waste Disposal & Recycling","VT","50","Grand Isle","013","Nitrogen Oxides","CAP","1.41182402","TON"
"Fuel Comb. Industrial","VT","50","Addison","001","Lead","CAP/HAP","1.374499162","LB"
"Fuel Comb. Other","VT","50","Essex","009","Lead","CAP/HAP","1.2972910762","LB"
"Fuel Comb. Other","VT","50","Grand Isle","013","Lead","CAP/HAP","1.2962043516","LB"
"Other Industrial Processes","VT","50","Grand Isle","013","PM10 Primary (Filt + Cond)","CAP","1.26295067","TON"
"Fuel Comb. Industrial","VT","50","Franklin","011","Lead","CAP/HAP","1.2524168","LB"
"Miscellaneous","VT","50","Rutland","021","Nitrogen Oxides","CAP","1.2457796036","TON"
"Off-Highway","VT","50","Addison","001","Sulfur Dioxide","CAP","1.2451439606732","TON"
"Miscellaneous","VT","50","Addison","001","Sulfur Dioxide","CAP","1.228943958647","TON"
"Fuel Comb. Industrial","VT","50","Washington","023","Ammonia","CAP","1.210285948","TON"
"Other Industrial Processes","VT","50","Orleans","019","Volatile Organic Compounds","CAP","1.210005554","TON"
"Fuel Comb. Elec. Util.","VT","50","Chittenden","007","Sulfur Dioxide","CAP","1.2","TON"
"Fuel Comb. Elec. Util.","VT","50","Chittenden","007","PM10 Primary (Filt + Cond)","CAP","1.2","TON"
"Off-Highway","VT","50","Rutland","021","Ammonia","CAP","1.192873113925","TON"
"Other Industrial Processes","VT","50","Grand Isle","013","PM2.5 Primary (Filt + Cond)","CAP","1.115941929","TON"
"Off-Highway","VT","50","Washington","023","Ammonia","CAP","1.110095367878","TON"
"Fuel Comb. Industrial","VT","50","Lamoille","015","Lead","CAP/HAP","1.10126079","LB"
"Fuel Comb. Industrial","VT","50","Rutland","021","Ammonia","CAP","1.091694138","TON"
"Fuel Comb. Elec. Util.","VT","50","Caledonia","005","PM2.5 Primary (Filt + Cond)","CAP","1.00001","TON"
"Miscellaneous","VT","50","Chittenden","007","Sulfur Dioxide","CAP",".99920297467","TON"
"Waste Disposal & Recycling","VT","50","Orange","017","Sulfur Dioxide","CAP",".96474484","TON"
"Other Industrial Processes","VT","50","Chittenden","007","Nitrogen Oxides","CAP",".9613077","TON"
"Other Industrial Processes","VT","50","Orange","017","Lead","CAP/HAP",".96","LB"
"Other Industrial Processes","VT","50","Orange","017","Volatile Organic Compounds","CAP",".95702191","TON"
"Fuel Comb. Industrial","VT","50","Grand Isle","013","Carbon Monoxide","CAP",".941480185","TON"
"Off-Highway","VT","50","Orleans","019","Sulfur Dioxide","CAP",".9264593164838","TON"
"Fuel Comb. Industrial","VT","50","Windham","025","Ammonia","CAP",".92090521","TON"
"Fuel Comb. Industrial","VT","50","Windsor","027","Ammonia","CAP",".890674688","TON"
"Fuel Comb. Industrial","VT","50","Caledonia","005","Lead","CAP/HAP",".851674772","LB"
"Miscellaneous","VT","50","Essex","009","Carbon Monoxide","CAP",".8247233334199","TON"
"Fuel Comb. Elec. Util.","VT","50","Caledonia","005","Sulfur Dioxide","CAP",".821890025","TON"
"Fuel Comb. Industrial","VT","50","Orleans","019","Lead","CAP/HAP",".82065653","LB"
"Highway Vehicles","VT","50","Grand Isle","013","Sulfur Dioxide","CAP",".814783105163","TON"
"Fuel Comb. Elec. Util.","VT","50","Chittenden","007","PM2.5 Primary (Filt + Cond)","CAP",".77","TON"
"Off-Highway","VT","50","Windsor","027","Sulfur Dioxide","CAP",".7360802150787","TON"
"Off-Highway","VT","50","Caledonia","005","Sulfur Dioxide","CAP",".7297703732154","TON"
"Off-Highway","VT","50","Orleans","019","Ammonia","CAP",".710107198222","TON"
"Miscellaneous","VT","50","Rutland","021","Sulfur Dioxide","CAP",".694381274517","TON"
"Fuel Comb. Industrial","VT","50","Bennington","003","Ammonia","CAP",".681618692","TON"
"Off-Highway","VT","50","Windham","025","Sulfur Dioxide","CAP",".6741033261147","TON"
"Off-Highway","VT","50","Addison","001","Ammonia","CAP",".665422991609","TON"
"Off-Highway","VT","50","Lamoille","015","Sulfur Dioxide","CAP",".64507095130958","TON"
"Miscellaneous","VT","50","Chittenden","007","Lead","CAP/HAP",".64187815588","LB"
"Fuel Comb. Industrial","VT","50","Addison","001","Ammonia","CAP",".634550423","TON"
"Fuel Comb. Industrial","VT","50","Orange","017","Lead","CAP/HAP",".623361088","LB"
"Fuel Comb. Industrial","VT","50","Franklin","011","Ammonia","CAP",".619208727","TON"
"Highway Vehicles","VT","50","Essex","009","Sulfur Dioxide","CAP",".6086536434658","TON"
"Off-Highway","VT","50","Windham","025","Ammonia","CAP",".6074699548","TON"
"Off-Highway","VT","50","Windsor","027","Ammonia","CAP",".55934661095","TON"
"Off-Highway","VT","50","Franklin","011","Ammonia","CAP",".558001532975","TON"
"Off-Highway","VT","50","Bennington","003","Sulfur Dioxide","CAP",".5163369896088","TON"
"Off-Highway","VT","50","Grand Isle","013","Sulfur Dioxide","CAP",".51134801969801","TON"
"Off-Highway","VT","50","Caledonia","005","Ammonia","CAP",".498577320771","TON"
"Fuel Comb. Industrial","VT","50","Lamoille","015","Ammonia","CAP",".476649836","TON"
"Off-Highway","VT","50","Grand Isle","013","Ammonia","CAP",".4110769816293","TON"
"Fuel Comb. Industrial","VT","50","Caledonia","005","Ammonia","CAP",".404261328","TON"
"Other Industrial Processes","VT","50","Rutland","021","Nitrogen Oxides","CAP",".4041281","TON"
"Waste Disposal & Recycling","VT","50","Chittenden","007","Ammonia","CAP",".400023","TON"
"Fuel Comb. Industrial","VT","50","Orleans","019","Ammonia","CAP",".396628201","TON"
"Other Industrial Processes","VT","50","Washington","023","Nitrogen Oxides","CAP",".3930694","TON"
"Other Industrial Processes","VT","50","Windsor","027","Nitrogen Oxides","CAP",".3824866","TON"
"Miscellaneous","VT","50","Rutland","021","Lead","CAP/HAP",".36697291492","LB"
"Other Industrial Processes","VT","50","Franklin","011","Lead","CAP/HAP",".36","LB"
"Off-Highway","VT","50","Essex","009","Sulfur Dioxide","CAP",".35478340943482","TON"
"Waste Disposal & Recycling","VT","50","Essex","009","Sulfur Dioxide","CAP",".343573862","TON"
"Miscellaneous","VT","50","Windsor","027","Lead","CAP/HAP",".33440176896","LB"
"Off-Highway","VT","50","Orange","017","Sulfur Dioxide","CAP",".3144165884484","TON"
"Waste Disposal & Recycling","VT","50","Grand Isle","013","Sulfur Dioxide","CAP",".31241119","TON"
"Other Industrial Processes","VT","50","Windham","025","Nitrogen Oxides","CAP",".3041797","TON"
"Off-Highway","VT","50","Essex","009","Ammonia","CAP",".304062068225","TON"
"Off-Highway","VT","50","Bennington","003","Ammonia","CAP",".303379684426","TON"
"Other Industrial Processes","VT","50","Franklin","011","Nitrogen Oxides","CAP",".3001493","TON"
"Fuel Comb. Industrial","VT","50","Orange","017","Ammonia","CAP",".296396196","TON"
"Miscellaneous","VT","50","Washington","023","Lead","CAP/HAP",".2888455661","LB"
"Fuel Comb. Elec. Util.","VT","50","Caledonia","005","Lead","CAP/HAP",".287814336","LB"
"Fuel Comb. Industrial","VT","50","Grand Isle","013","PM10 Primary (Filt + Cond)","CAP",".286311973","TON"
"Fuel Comb. Industrial","VT","50","Grand Isle","013","Sulfur Dioxide","CAP",".278467926","TON"
"Fuel Comb. Industrial","VT","50","Grand Isle","013","PM2.5 Primary (Filt + Cond)","CAP",".2702341667","TON"
"Off-Highway","VT","50","Lamoille","015","Ammonia","CAP",".26213183529","TON"
"Miscellaneous","VT","50","Bennington","003","Lead","CAP/HAP",".26148524218","LB"
"Miscellaneous","VT","50","Windham","025","Lead","CAP/HAP",".25851607738","LB"
"Other Industrial Processes","VT","50","Bennington","003","Nitrogen Oxides","CAP",".2567209","TON"
"Off-Highway","VT","50","Orange","017","Ammonia","CAP",".251511092553","TON"
"Other Industrial Processes","VT","50","Grand Isle","013","Volatile Organic Compounds","CAP",".2441970379","TON"
"Other Industrial Processes","VT","50","Addison","001","Nitrogen Oxides","CAP",".2428685","TON"
"Miscellaneous","VT","50","Bennington","003","Nitrogen Oxides","CAP",".237455259413","TON"
"Storage & Transport","VT","50","Chittenden","007","Lead","CAP/HAP",".237280222","LB"
"Miscellaneous","VT","50","Franklin","011","Lead","CAP/HAP",".23596926122","LB"
"Miscellaneous","VT","50","Windham","025","Nitrogen Oxides","CAP",".230151165115","TON"
"Fuel Comb. Elec. Util.","VT","50","Chittenden","007","Lead","CAP/HAP",".222824064","LB"
"Fuel Comb. Industrial","VT","50","Grand Isle","013","Volatile Organic Compounds","CAP",".20472936992","TON"
"Other Industrial Processes","VT","50","Orange","017","Nitrogen Oxides","CAP",".2029252","TON"
"Storage & Transport","VT","50","Washington","023","Lead","CAP/HAP",".192255714","LB"
"Other Industrial Processes","VT","50","Caledonia","005","Nitrogen Oxides","CAP",".1901849","TON"
"Other Industrial Processes","VT","50","Orleans","019","Nitrogen Oxides","CAP",".1885187","TON"
"Miscellaneous","VT","50","Orleans","019","Lead","CAP/HAP",".17645255834","LB"
"Miscellaneous","VT","50","Lamoille","015","Nitrogen Oxides","CAP",".176265802606","TON"
"Miscellaneous","VT","50","Caledonia","005","Lead","CAP/HAP",".17186924046","LB"
"Waste Disposal & Recycling","VT","50","Washington","023","Ammonia","CAP",".1714505","TON"
"Other Industrial Processes","VT","50","Lamoille","015","Nitrogen Oxides","CAP",".1702822","TON"
"Miscellaneous","VT","50","Addison","001","Lead","CAP/HAP",".16558913272","LB"
"Miscellaneous","VT","50","Windham","025","Sulfur Dioxide","CAP",".145353011138","TON"
"Miscellaneous","VT","50","Orange","017","Lead","CAP/HAP",".1443215624","LB"
"Miscellaneous","VT","50","Bennington","003","Sulfur Dioxide","CAP",".140775000128","TON"
"Other Industrial Processes","VT","50","Addison","001","Lead","CAP/HAP",".13","LB"
"Storage & Transport","VT","50","Rutland","021","Lead","CAP/HAP",".128526528","LB"
"Waste Disposal & Recycling","VT","50","Bennington","003","Ammonia","CAP",".1161875","TON"
"Waste Disposal & Recycling","VT","50","Windsor","027","Ammonia","CAP",".1117935","TON"
"Miscellaneous","VT","50","Lamoille","015","Lead","CAP/HAP",".11082732526","LB"
"Other Industrial Processes","VT","50","Windham","025","Lead","CAP/HAP",".11","LB"
"Waste Disposal & Recycling","VT","50","Franklin","011","Ammonia","CAP",".1070615","TON"
"Miscellaneous","VT","50","Lamoille","015","Sulfur Dioxide","CAP",".094526594887","TON"
"Waste Disposal & Recycling","VT","50","Windham","025","Ammonia","CAP",".0839085","TON"
"Miscellaneous","VT","50","Orleans","019","Nitrogen Oxides","CAP",".082166940474","TON"
"Storage & Transport","VT","50","Bennington","003","Lead","CAP/HAP",".0674977434","LB"
"Storage & Transport","VT","50","Addison","001","Lead","CAP/HAP",".0652817462","LB"
"Fuel Comb. Industrial","VT","50","Grand Isle","013","Lead","CAP/HAP",".0643071722","LB"
"Storage & Transport","VT","50","Lamoille","015","Lead","CAP/HAP",".056205486","LB"
"Miscellaneous","VT","50","Washington","023","Nitrogen Oxides","CAP",".05475454165","TON"
"Waste Disposal & Recycling","VT","50","Caledonia","005","Ammonia","CAP",".0517985","TON"
"Waste Disposal & Recycling","VT","50","Addison","001","Ammonia","CAP",".051545","TON"
"Other Industrial Processes","VT","50","Grand Isle","013","Nitrogen Oxides","CAP",".04894067","TON"
"Miscellaneous","VT","50","Orleans","019","Sulfur Dioxide","CAP",".046284138416","TON"
"Other Industrial Processes","VT","50","Essex","009","Nitrogen Oxides","CAP",".04615596","TON"
"Miscellaneous","VT","50","Washington","023","Carbon Monoxide","CAP",".045321173049","TON"
"Storage & Transport","VT","50","Orleans","019","Lead","CAP/HAP",".0435371742","LB"
"Storage & Transport","VT","50","Franklin","011","Lead","CAP/HAP",".0410273086","LB"
"Miscellaneous","VT","50","Washington","023","Sulfur Dioxide","CAP",".03342692786","TON"
"Storage & Transport","VT","50","Caledonia","005","Lead","CAP/HAP",".0334205326","LB"
"Miscellaneous","VT","50","Essex","009","Lead","CAP/HAP",".032238293368","LB"
"Storage & Transport","VT","50","Windsor","027","Lead","CAP/HAP",".0318928498","LB"
"Fuel Comb. Industrial","VT","50","Grand Isle","013","Ammonia","CAP",".0316868382","TON"
"Waste Disposal & Recycling","VT","50","Lamoille","015","Ammonia","CAP",".026702","TON"
"Fuel Comb. Industrial","VT","50","Essex","009","Ammonia","CAP",".0253356255","TON"
"Storage & Transport","VT","50","Orange","017","Lead","CAP/HAP",".0225292954","LB"
"Miscellaneous","VT","50","Essex","009","Nitrogen Oxides","CAP",".018252199584","TON"
"Storage & Transport","VT","50","Windham","025","Lead","CAP/HAP",".0176710248","LB"
"Miscellaneous","VT","50","Grand Isle","013","Lead","CAP/HAP",".01716339294","LB"
"Waste Disposal & Recycling","VT","50","Orange","017","Ammonia","CAP",".0129285","TON"
"Miscellaneous","VT","50","Essex","009","Sulfur Dioxide","CAP",".0101868073866","TON"
"Waste Disposal & Recycling","VT","50","Essex","009","Ammonia","CAP",".008788","TON"
