"TIER","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Waste Disposal & Recycling","ME","23","Knox","013","PM10 Primary (Filt + Cond)","CAP","65.679534","TON"
"Fuel Comb. Other","ME","23","Cumberland","005","Lead","CAP/HAP","64.5978562","LB"
"Other Industrial Processes","ME","23","Hancock","009","PM2.5 Primary (Filt + Cond)","CAP","63.5173858","TON"
"Off-Highway","ME","23","Penobscot","019","PM10 Primary (Filt + Cond)","CAP","63.361025613067","TON"
"Fuel Comb. Other","ME","23","Piscataquis","021","Nitrogen Oxides","CAP","62.99798642","TON"
"Waste Disposal & Recycling","ME","23","Cumberland","005","Sulfur Dioxide","CAP","62.8519802","TON"
"Storage & Transport","ME","23","Oxford","017","Volatile Organic Compounds","CAP","62.71734658","TON"
"Waste Disposal & Recycling","ME","23","Sagadahoc","023","PM2.5 Primary (Filt + Cond)","CAP","62.50163","TON"
"Highway Vehicles","ME","23","Penobscot","019","PM2.5 Primary (Filt + Cond)","CAP","62.3437297969","TON"
"Fuel Comb. Elec. Util.","ME","23","Aroostook","003","PM10 Primary (Filt + Cond)","CAP","62.27364640549","TON"
"Fuel Comb. Elec. Util.","ME","23","Aroostook","003","PM2.5 Primary (Filt + Cond)","CAP","62.26136870549","TON"
"Off-Highway","ME","23","York","031","PM2.5 Primary (Filt + Cond)","CAP","61.983242756339","TON"
"Waste Disposal & Recycling","ME","23","Washington","029","PM2.5 Primary (Filt + Cond)","CAP","61.913026","TON"
"Off-Highway","ME","23","Piscataquis","021","PM10 Primary (Filt + Cond)","CAP","61.8305258018524","TON"
"Fuel Comb. Other","ME","23","Waldo","027","Sulfur Dioxide","CAP","61.786719445","TON"
"Fuel Comb. Industrial","ME","23","Penobscot","019","Volatile Organic Compounds","CAP","61.7802442884","TON"
"Other Industrial Processes","ME","23","Androscoggin","001","Carbon Monoxide","CAP","61.752565","TON"
"Off-Highway","ME","23","Hancock","009","PM10 Primary (Filt + Cond)","CAP","61.717294930353","TON"
"Other Industrial Processes","ME","23","Knox","013","PM10 Primary (Filt + Cond)","CAP","60.6080093","TON"
"Petroleum & Related Industries","ME","23","Penobscot","019","Carbon Monoxide","CAP","60","TON"
"Fuel Comb. Other","ME","23","Penobscot","019","Ammonia","CAP","59.94317592","TON"
"Waste Disposal & Recycling","ME","23","Knox","013","PM2.5 Primary (Filt + Cond)","CAP","59.7827864","TON"
"Highway Vehicles","ME","23","Somerset","025","PM10 Primary (Filt + Cond)","CAP","59.6266336812","TON"
"Fuel Comb. Industrial","ME","23","Androscoggin","001","Volatile Organic Compounds","CAP","59.5475954299","TON"
"Off-Highway","ME","23","Penobscot","019","PM2.5 Primary (Filt + Cond)","CAP","59.426661364287","TON"
"Other Industrial Processes","ME","23","Kennebec","011","PM2.5 Primary (Filt + Cond)","CAP","58.9526034","TON"
"Off-Highway","ME","23","Knox","013","PM10 Primary (Filt + Cond)","CAP","58.89488200118","TON"
"Fuel Comb. Industrial","ME","23","Kennebec","011","Sulfur Dioxide","CAP","58.11114165","TON"
"Other Industrial Processes","ME","23","Kennebec","011","Carbon Monoxide","CAP","57.847948","TON"
"Off-Highway","ME","23","Hancock","009","PM2.5 Primary (Filt + Cond)","CAP","57.728012413553","TON"
"Off-Highway","ME","23","Waldo","027","Lead","CAP/HAP","57.7118607112","LB"
"Highway Vehicles","ME","23","Kennebec","011","PM2.5 Primary (Filt + Cond)","CAP","57.5503370856","TON"
"Off-Highway","ME","23","Piscataquis","021","PM2.5 Primary (Filt + Cond)","CAP","57.1537883028524","TON"
"Waste Disposal & Recycling","ME","23","Kennebec","011","Nitrogen Oxides","CAP","56.6292868","TON"
"Other Industrial Processes","ME","23","Washington","029","Ammonia","CAP","55.54","TON"
"Off-Highway","ME","23","Knox","013","PM2.5 Primary (Filt + Cond)","CAP","55.43114170929","TON"
"Highway Vehicles","ME","23","Hancock","009","PM10 Primary (Filt + Cond)","CAP","55.2821958555","TON"
"Miscellaneous","ME","23","Cumberland","005","Volatile Organic Compounds","CAP","55.140465516415","TON"
"Miscellaneous","ME","23","Piscataquis","021","Volatile Organic Compounds","CAP","53.742714707932","TON"
"Fuel Comb. Elec. Util.","ME","23","Franklin","007","Lead","CAP/HAP","53.6466","LB"
"Off-Highway","ME","23","Aroostook","003","PM10 Primary (Filt + Cond)","CAP","53.15404614319","TON"
"Fuel Comb. Industrial","ME","23","Somerset","025","Volatile Organic Compounds","CAP","52.8746046774","TON"
"Waste Disposal & Recycling","ME","23","Aroostook","003","Volatile Organic Compounds","CAP","52.581882","TON"
"Fuel Comb. Other","ME","23","Somerset","025","Sulfur Dioxide","CAP","52.517958762","TON"
"Other Industrial Processes","ME","23","Oxford","017","Ammonia","CAP","50.78","TON"
"Off-Highway","ME","23","Franklin","007","Lead","CAP/HAP","50.58293594","LB"
"Fuel Comb. Other","ME","23","York","031","Lead","CAP/HAP","50.48433518","LB"
"Off-Highway","ME","23","Washington","029","PM10 Primary (Filt + Cond)","CAP","50.263444899602","TON"
"Off-Highway","ME","23","Aroostook","003","PM2.5 Primary (Filt + Cond)","CAP","50.26207802969","TON"
"Fuel Comb. Other","ME","23","Hancock","009","Sulfur Dioxide","CAP","50.0943949","TON"
"Petroleum & Related Industries","ME","23","Sagadahoc","023","Carbon Monoxide","CAP","50","TON"
"Fuel Comb. Industrial","ME","23","Kennebec","011","Volatile Organic Compounds","CAP","49.8203337255","TON"
"Highway Vehicles","ME","23","Penobscot","019","Ammonia","CAP","49.7287250332","TON"
"Fuel Comb. Other","ME","23","Oxford","017","Sulfur Dioxide","CAP","49.676873889","TON"
"Storage & Transport","ME","23","Somerset","025","Volatile Organic Compounds","CAP","49.34903922","TON"
"Fuel Comb. Other","ME","23","Kennebec","011","Ammonia","CAP","48.67039682","TON"
"Waste Disposal & Recycling","ME","23","Hancock","009","Volatile Organic Compounds","CAP","48.367048","TON"
"Fuel Comb. Industrial","ME","23","Franklin","007","Sulfur Dioxide","CAP","47.657771487","TON"
"Off-Highway","ME","23","Washington","029","PM2.5 Primary (Filt + Cond)","CAP","46.816792609102","TON"
"Highway Vehicles","ME","23","Oxford","017","PM10 Primary (Filt + Cond)","CAP","46.2682549947","TON"
"Other Industrial Processes","ME","23","Waldo","027","PM2.5 Primary (Filt + Cond)","CAP","45.914496774","TON"
"Off-Highway","ME","23","Lincoln","015","PM10 Primary (Filt + Cond)","CAP","45.309598745771","TON"
"Fuel Comb. Industrial","ME","23","Aroostook","003","Volatile Organic Compounds","CAP","44.9540418979","TON"
"Miscellaneous","ME","23","Knox","013","Ammonia","CAP","44.78605765","TON"
"Fuel Comb. Industrial","ME","23","Sagadahoc","023","Sulfur Dioxide","CAP","44.68167612","TON"
"Miscellaneous","ME","23","Androscoggin","001","Volatile Organic Compounds","CAP","44.207171230317","TON"
"Off-Highway","ME","23","Kennebec","011","PM10 Primary (Filt + Cond)","CAP","44.131271078837","TON"
"Highway Vehicles","ME","23","Kennebec","011","Ammonia","CAP","43.41217391673","TON"
"Fuel Comb. Elec. Util.","ME","23","Oxford","017","Carbon Monoxide","CAP","43.1","TON"
"Off-Highway","ME","23","Lincoln","015","PM2.5 Primary (Filt + Cond)","CAP","42.161388075693","TON"
"Fuel Comb. Other","ME","23","Aroostook","003","Ammonia","CAP","41.98867909","TON"
"Other Industrial Processes","ME","23","Knox","013","PM2.5 Primary (Filt + Cond)","CAP","41.5633096","TON"
"Storage & Transport","ME","23","Knox","013","Volatile Organic Compounds","CAP","41.44496029","TON"
"Off-Highway","ME","23","Somerset","025","PM10 Primary (Filt + Cond)","CAP","41.430879230514","TON"
"Off-Highway","ME","23","Kennebec","011","PM2.5 Primary (Filt + Cond)","CAP","41.387498623539","TON"
"Highway Vehicles","ME","23","Aroostook","003","PM2.5 Primary (Filt + Cond)","CAP","41.143633259","TON"
"Off-Highway","ME","23","Somerset","025","PM2.5 Primary (Filt + Cond)","CAP","38.770605621414","TON"
"Other Industrial Processes","ME","23","Waldo","027","Volatile Organic Compounds","CAP","38.74342531","TON"
"Off-Highway","ME","23","Lincoln","015","Lead","CAP/HAP","38.69477883412","LB"
"Miscellaneous","ME","23","Sagadahoc","023","Ammonia","CAP","38.566292858","TON"
"Other Industrial Processes","ME","23","Washington","029","Lead","CAP/HAP","38.122","LB"
"Fuel Comb. Industrial","ME","23","Washington","029","Lead","CAP/HAP","37.869522583","LB"
"Fuel Comb. Other","ME","23","Androscoggin","001","Ammonia","CAP","37.79722699","TON"
"Fuel Comb. Other","ME","23","Kennebec","011","Lead","CAP/HAP","37.05230624","LB"
"Miscellaneous","ME","23","Oxford","017","Volatile Organic Compounds","CAP","36.9043871572119","TON"
"Waste Disposal & Recycling","ME","23","Waldo","027","Volatile Organic Compounds","CAP","36.824201","TON"
"Natural Resources","ME","23","Lincoln","015","Nitrogen Oxides","CAP","36.71747","TON"
"Natural Resources","ME","23","Knox","013","Nitrogen Oxides","CAP","36.67041","TON"
"Miscellaneous","ME","23","Knox","013","Volatile Organic Compounds","CAP","36.6314923582061","TON"
"Highway Vehicles","ME","23","Androscoggin","001","PM2.5 Primary (Filt + Cond)","CAP","36.11094594685","TON"
"Highway Vehicles","ME","23","Washington","029","PM10 Primary (Filt + Cond)","CAP","35.7832376133176","TON"
"Off-Highway","ME","23","Washington","029","Lead","CAP/HAP","35.604702432455","LB"
"Highway Vehicles","ME","23","Sagadahoc","023","PM10 Primary (Filt + Cond)","CAP","35.5765260177","TON"
"Fuel Comb. Elec. Util.","ME","23","Aroostook","003","Volatile Organic Compounds","CAP","35.411517","TON"
"Waste Disposal & Recycling","ME","23","Piscataquis","021","PM10 Primary (Filt + Cond)","CAP","35.270322","TON"
"Fuel Comb. Other","ME","23","Penobscot","019","Lead","CAP/HAP","34.48165256","LB"
"Highway Vehicles","ME","23","Somerset","025","PM2.5 Primary (Filt + Cond)","CAP","34.3636452407","TON"
"Waste Disposal & Recycling","ME","23","Washington","029","Volatile Organic Compounds","CAP","34.362187","TON"
"Waste Disposal & Recycling","ME","23","Cumberland","005","Lead","CAP/HAP","34.3426","LB"
"Other Industrial Processes","ME","23","York","031","Volatile Organic Compounds","CAP","34.10895481","TON"
"Off-Highway","ME","23","Cumberland","005","Sulfur Dioxide","CAP","33.7639412569879","TON"
"Highway Vehicles","ME","23","Waldo","027","PM10 Primary (Filt + Cond)","CAP","33.717478004","TON"
"Other Industrial Processes","ME","23","Piscataquis","021","Volatile Organic Compounds","CAP","33.281663144","TON"
"Off-Highway","ME","23","Oxford","017","PM10 Primary (Filt + Cond)","CAP","33.098868802301","TON"
"Fuel Comb. Elec. Util.","ME","23","Washington","029","Carbon Monoxide","CAP","33.042","TON"
"Natural Resources","ME","23","Sagadahoc","023","Nitrogen Oxides","CAP","32.85344","TON"
"Waste Disposal & Recycling","ME","23","Oxford","017","Nitrogen Oxides","CAP","32.8153952","TON"
"Highway Vehicles","ME","23","Cumberland","005","Sulfur Dioxide","CAP","32.3622449318","TON"
"Waste Disposal & Recycling","ME","23","Franklin","007","Volatile Organic Compounds","CAP","32.242912","TON"
"Fuel Comb. Elec. Util.","ME","23","Penobscot","019","Sulfur Dioxide","CAP","32.188585","TON"
"Fuel Comb. Other","ME","23","Somerset","025","Ammonia","CAP","32.183948222","TON"
"Fuel Comb. Industrial","ME","23","Cumberland","005","Lead","CAP/HAP","32.1528498","LB"
"Waste Disposal & Recycling","ME","23","Piscataquis","021","PM2.5 Primary (Filt + Cond)","CAP","31.9124004","TON"
"Other Industrial Processes","ME","23","Hancock","009","Carbon Monoxide","CAP","31.7684012","TON"
"Fuel Comb. Other","ME","23","Knox","013","Sulfur Dioxide","CAP","31.759427494","TON"
"Fuel Comb. Other","ME","23","Oxford","017","Ammonia","CAP","31.58482003","TON"
"Waste Disposal & Recycling","ME","23","York","031","Sulfur Dioxide","CAP","31.2391782","TON"
"Storage & Transport","ME","23","Sagadahoc","023","Volatile Organic Compounds","CAP","31.1441299587","TON"
"Fuel Comb. Industrial","ME","23","Cumberland","005","Ammonia","CAP","31.096361674","TON"
"Storage & Transport","ME","23","Washington","029","Volatile Organic Compounds","CAP","30.884844744","TON"
"Fuel Comb. Industrial","ME","23","Knox","013","Sulfur Dioxide","CAP","30.68829032","TON"
"Fuel Comb. Elec. Util.","ME","23","Somerset","025","Sulfur Dioxide","CAP","30.61","TON"
"Fuel Comb. Other","ME","23","Sagadahoc","023","Sulfur Dioxide","CAP","30.524827256","TON"
"Off-Highway","ME","23","Waldo","027","PM10 Primary (Filt + Cond)","CAP","30.384583672572","TON"
"Fuel Comb. Other","ME","23","Lincoln","015","Sulfur Dioxide","CAP","30.301803134","TON"
"Off-Highway","ME","23","Oxford","017","PM2.5 Primary (Filt + Cond)","CAP","30.294416338523","TON"
"Highway Vehicles","ME","23","Hancock","009","PM2.5 Primary (Filt + Cond)","CAP","30.1950268583","TON"
"Highway Vehicles","ME","23","Franklin","007","PM10 Primary (Filt + Cond)","CAP","30.1669452567","TON"
"Off-Highway","ME","23","Franklin","007","PM10 Primary (Filt + Cond)","CAP","30.117077899425","TON"
"Fuel Comb. Other","ME","23","Washington","029","Sulfur Dioxide","CAP","29.94784047458","TON"
"Waste Disposal & Recycling","ME","23","Aroostook","003","Nitrogen Oxides","CAP","29.736312","TON"
"Off-Highway","ME","23","Androscoggin","001","PM10 Primary (Filt + Cond)","CAP","29.494566434878","TON"
"Fuel Comb. Industrial","ME","23","Sagadahoc","023","Volatile Organic Compounds","CAP","29.414430623","TON"
"Waste Disposal & Recycling","ME","23","Lincoln","015","Volatile Organic Compounds","CAP","29.305824","TON"
"Fuel Comb. Other","ME","23","Franklin","007","Sulfur Dioxide","CAP","29.240754087","TON"
"Off-Highway","ME","23","Sagadahoc","023","PM10 Primary (Filt + Cond)","CAP","29.196348311114","TON"
"Fuel Comb. Industrial","ME","23","Oxford","017","Volatile Organic Compounds","CAP","28.3903803153","TON"
"Off-Highway","ME","23","Waldo","027","PM2.5 Primary (Filt + Cond)","CAP","28.303004052172","TON"
"Highway Vehicles","ME","23","Androscoggin","001","Ammonia","CAP","28.22795728008","TON"
"Other Industrial Processes","ME","23","Franklin","007","Ammonia","CAP","28.17","TON"
"Fuel Comb. Elec. Util.","ME","23","Androscoggin","001","Volatile Organic Compounds","CAP","28.00002","TON"
"Miscellaneous","ME","23","Aroostook","003","Nitrogen Oxides","CAP","27.98903807923","TON"
"Off-Highway","ME","23","Franklin","007","PM2.5 Primary (Filt + Cond)","CAP","27.876374432647","TON"
"Storage & Transport","ME","23","Franklin","007","Volatile Organic Compounds","CAP","27.700072582","TON"
"Miscellaneous","ME","23","Franklin","007","Volatile Organic Compounds","CAP","27.489662968581","TON"
"Off-Highway","ME","23","Sagadahoc","023","PM2.5 Primary (Filt + Cond)","CAP","27.186628153014","TON"
"Off-Highway","ME","23","Androscoggin","001","PM2.5 Primary (Filt + Cond)","CAP","27.087728270628","TON"
"Fuel Comb. Other","ME","23","Androscoggin","001","Lead","CAP/HAP","26.95480074","LB"
"Fuel Comb. Elec. Util.","ME","23","Washington","029","Nitrogen Oxides","CAP","26.666","TON"
"Fuel Comb. Elec. Util.","ME","23","Androscoggin","001","Ammonia","CAP","26.61176","TON"
"Fuel Comb. Industrial","ME","23","Franklin","007","Volatile Organic Compounds","CAP","26.595991619","TON"
"Waste Disposal & Recycling","ME","23","Sagadahoc","023","Volatile Organic Compounds","CAP","26.436481","TON"
"Highway Vehicles","ME","23","Lincoln","015","PM10 Primary (Filt + Cond)","CAP","26.3733423492","TON"
"Fuel Comb. Elec. Util.","ME","23","York","031","Nitrogen Oxides","CAP","26.1827","TON"
"Other Industrial Processes","ME","23","Hancock","009","Volatile Organic Compounds","CAP","26.02473014","TON"
"Waste Disposal & Recycling","ME","23","Hancock","009","Nitrogen Oxides","CAP","25.690124","TON"
"Highway Vehicles","ME","23","Oxford","017","PM2.5 Primary (Filt + Cond)","CAP","25.67187939036","TON"
"Highway Vehicles","ME","23","Knox","013","PM10 Primary (Filt + Cond)","CAP","25.43609010198","TON"
"Other Industrial Processes","ME","23","Aroostook","003","Nitrogen Oxides","CAP","25.061164","TON"
"Waste Disposal & Recycling","ME","23","Somerset","025","Nitrogen Oxides","CAP","25.0272306","TON"
"Fuel Comb. Industrial","ME","23","Hancock","009","Sulfur Dioxide","CAP","25.017268945","TON"
"Storage & Transport","ME","23","Piscataquis","021","Volatile Organic Compounds","CAP","24.36318611","TON"
"Highway Vehicles","ME","23","York","031","Sulfur Dioxide","CAP","24.13191277818","TON"
"Fuel Comb. Other","ME","23","Hancock","009","Ammonia","CAP","23.64689685","TON"
"Fuel Comb. Industrial","ME","23","Washington","029","Volatile Organic Compounds","CAP","22.7384177571","TON"
"Waste Disposal & Recycling","ME","23","Androscoggin","001","Sulfur Dioxide","CAP","21.98405098","TON"
"Highway Vehicles","ME","23","Hancock","009","Ammonia","CAP","21.81876622","TON"
"Waste Disposal & Recycling","ME","23","Knox","013","Volatile Organic Compounds","CAP","21.7763142","TON"
"Miscellaneous","ME","23","Androscoggin","001","Carbon Monoxide","CAP","21.59770596979","TON"
"Fuel Comb. Other","ME","23","Hancock","009","Lead","CAP/HAP","21.40356412","LB"
"Fuel Comb. Elec. Util.","ME","23","Penobscot","019","PM10 Primary (Filt + Cond)","CAP","21.2181","TON"
"Highway Vehicles","ME","23","Aroostook","003","Ammonia","CAP","20.93823584805","TON"
"Highway Vehicles","ME","23","Washington","029","PM2.5 Primary (Filt + Cond)","CAP","20.915193924774","TON"
"Other Industrial Processes","ME","23","Franklin","007","Lead","CAP/HAP","20.8714","LB"
"Fuel Comb. Elec. Util.","ME","23","Penobscot","019","PM2.5 Primary (Filt + Cond)","CAP","20.5361","TON"
"Fuel Comb. Industrial","ME","23","Knox","013","Volatile Organic Compounds","CAP","20.3225729083","TON"
"Highway Vehicles","ME","23","Somerset","025","Ammonia","CAP","19.79694485874","TON"
"Fuel Comb. Industrial","ME","23","Hancock","009","Volatile Organic Compounds","CAP","19.3860860487","TON"
"Miscellaneous","ME","23","Sagadahoc","023","Carbon Monoxide","CAP","19.299752807451","TON"
"Waste Disposal & Recycling","ME","23","Waldo","027","Nitrogen Oxides","CAP","19.2346832","TON"
"Highway Vehicles","ME","23","Sagadahoc","023","PM2.5 Primary (Filt + Cond)","CAP","18.8004220385","TON"
"Fuel Comb. Elec. Util.","ME","23","Oxford","017","Nitrogen Oxides","CAP","18.6","TON"
"Fuel Comb. Other","ME","23","Piscataquis","021","Sulfur Dioxide","CAP","18.5869003554","TON"
"Highway Vehicles","ME","23","Waldo","027","PM2.5 Primary (Filt + Cond)","CAP","18.224431041","TON"
"Other Industrial Processes","ME","23","Lincoln","015","Carbon Monoxide","CAP","18.074761","TON"
"Fuel Comb. Other","ME","23","Franklin","007","Ammonia","CAP","18.039351723","TON"
"Other Industrial Processes","ME","23","Sagadahoc","023","PM10 Primary (Filt + Cond)","CAP","18.033949","TON"
"Other Industrial Processes","ME","23","Kennebec","011","Volatile Organic Compounds","CAP","18.02991966","TON"
"Miscellaneous","ME","23","Aroostook","003","Sulfur Dioxide","CAP","17.816981405897","TON"
"Other Industrial Processes","ME","23","Sagadahoc","023","Carbon Monoxide","CAP","17.7850359","TON"
"Fuel Comb. Other","ME","23","Waldo","027","Ammonia","CAP","17.663353294","TON"
"Other Industrial Processes","ME","23","Lincoln","015","PM10 Primary (Filt + Cond)","CAP","17.6611002","TON"
"Highway Vehicles","ME","23","Franklin","007","PM2.5 Primary (Filt + Cond)","CAP","17.6411499564","TON"
"Fuel Comb. Other","ME","23","Aroostook","003","Lead","CAP/HAP","17.56667606","LB"
"Waste Disposal & Recycling","ME","23","Kennebec","011","Sulfur Dioxide","CAP","17.2111416","TON"
"Waste Disposal & Recycling","ME","23","Penobscot","019","Lead","CAP/HAP","17.108","LB"
"Fuel Comb. Other","ME","23","Washington","029","Ammonia","CAP","17.081243628","TON"
"Highway Vehicles","ME","23","Penobscot","019","Sulfur Dioxide","CAP","17.0131691477","TON"
"Fuel Comb. Industrial","ME","23","Waldo","027","Sulfur Dioxide","CAP","16.883614694","TON"
"Other Industrial Processes","ME","23","Waldo","027","Carbon Monoxide","CAP","16.7718264","TON"
"Other Industrial Processes","ME","23","Penobscot","019","Volatile Organic Compounds","CAP","16.41373602","TON"
"Waste Disposal & Recycling","ME","23","Lincoln","015","Nitrogen Oxides","CAP","16.4121872","TON"
"Highway Vehicles","ME","23","Oxford","017","Ammonia","CAP","16.38514482206","TON"
"Highway Vehicles","ME","23","Piscataquis","021","PM10 Primary (Filt + Cond)","CAP","16.30772187819","TON"
"Other Industrial Processes","ME","23","Lincoln","015","PM2.5 Primary (Filt + Cond)","CAP","16.1586274","TON"
"Other Industrial Processes","ME","23","Knox","013","Sulfur Dioxide","CAP","16.06","TON"
"Fuel Comb. Elec. Util.","ME","23","Franklin","007","Volatile Organic Compounds","CAP","15.95214","TON"
"Petroleum & Related Industries","ME","23","York","031","Nitrogen Oxides","CAP","15.9","TON"
"Fuel Comb. Industrial","ME","23","York","031","Ammonia","CAP","15.703557516","TON"
"Fuel Comb. Industrial","ME","23","Piscataquis","021","Lead","CAP/HAP","15.5364780528","LB"
"Other Industrial Processes","ME","23","Sagadahoc","023","PM2.5 Primary (Filt + Cond)","CAP","15.50166436","TON"
"Fuel Comb. Other","ME","23","Lincoln","015","Ammonia","CAP","15.411949918","TON"
"Off-Highway","ME","23","Penobscot","019","Sulfur Dioxide","CAP","15.3411191437095","TON"
"Waste Disposal & Recycling","ME","23","Franklin","007","Nitrogen Oxides","CAP","14.8121798","TON"
"Fuel Comb. Elec. Util.","ME","23","Penobscot","019","Volatile Organic Compounds","CAP","14.7629","TON"
"Highway Vehicles","ME","23","Kennebec","011","Sulfur Dioxide","CAP","14.46385461142","TON"
"Highway Vehicles","ME","23","Sagadahoc","023","Ammonia","CAP","14.3135899373","TON"
"Fuel Comb. Industrial","ME","23","Lincoln","015","Sulfur Dioxide","CAP","14.282161791","TON"
"Fuel Comb. Industrial","ME","23","Piscataquis","021","Sulfur Dioxide","CAP","14.213314389","TON"
"Fuel Comb. Elec. Util.","ME","23","Cumberland","005","PM10 Primary (Filt + Cond)","CAP","14.06050991","TON"
"Fuel Comb. Industrial","ME","23","Waldo","027","Volatile Organic Compounds","CAP","13.8756465626","TON"
"Miscellaneous","ME","23","York","031","Nitrogen Oxides","CAP","13.82941716711","TON"
"Fuel Comb. Elec. Util.","ME","23","Androscoggin","001","PM10 Primary (Filt + Cond)","CAP","13.75222170375","TON"
"Fuel Comb. Elec. Util.","ME","23","Androscoggin","001","PM2.5 Primary (Filt + Cond)","CAP","13.752206603753","TON"
"Fuel Comb. Elec. Util.","ME","23","Somerset","025","Nitrogen Oxides","CAP","13.67","TON"
"Highway Vehicles","ME","23","Lincoln","015","PM2.5 Primary (Filt + Cond)","CAP","13.38295735231","TON"
"Fuel Comb. Elec. Util.","ME","23","Cumberland","005","PM2.5 Primary (Filt + Cond)","CAP","13.29660991","TON"
"Fuel Comb. Industrial","ME","23","Androscoggin","001","Ammonia","CAP","13.239208759","TON"
"Storage & Transport","ME","23","Franklin","007","Nitrogen Oxides","CAP","13.12","TON"
"Waste Disposal & Recycling","ME","23","Sagadahoc","023","Nitrogen Oxides","CAP","13.084221","TON"
"Fuel Comb. Elec. Util.","ME","23","Franklin","007","Ammonia","CAP","13.0731","TON"
"Fuel Comb. Other","ME","23","Sagadahoc","023","Ammonia","CAP","13.068993225","TON"
"Fuel Comb. Other","ME","23","Knox","013","Ammonia","CAP","13.049122593","TON"
"Fuel Comb. Industrial","ME","23","Waldo","027","Lead","CAP/HAP","12.98068393","LB"
"Other Industrial Processes","ME","23","Androscoggin","001","Volatile Organic Compounds","CAP","12.96605685","TON"
"Waste Disposal & Recycling","ME","23","Washington","029","Nitrogen Oxides","CAP","12.8168412","TON"
"Fuel Comb. Other","ME","23","Piscataquis","021","Ammonia","CAP","12.703793289","TON"
"Fuel Comb. Elec. Util.","ME","23","Aroostook","003","Sulfur Dioxide","CAP","12.6014961","TON"
"Miscellaneous","ME","23","Lincoln","015","Carbon Monoxide","CAP","12.506151072317","TON"
"Waste Disposal & Recycling","ME","23","Knox","013","Nitrogen Oxides","CAP","12.4190474","TON"
"Highway Vehicles","ME","23","Waldo","027","Ammonia","CAP","12.1133454617","TON"
"Highway Vehicles","ME","23","Knox","013","PM2.5 Primary (Filt + Cond)","CAP","11.92205413031","TON"
"Fuel Comb. Other","ME","23","Somerset","025","Lead","CAP/HAP","11.84739008","LB"
"Highway Vehicles","ME","23","Washington","029","Ammonia","CAP","11.66893643970695","TON"
"Fuel Comb. Elec. Util.","ME","23","Androscoggin","001","Lead","CAP/HAP","11.646","LB"
"Highway Vehicles","ME","23","Lincoln","015","Ammonia","CAP","11.5159058472","TON"
"Other Industrial Processes","ME","23","Somerset","025","Lead","CAP/HAP","11.42096","LB"
"Waste Disposal & Recycling","ME","23","Somerset","025","Ammonia","CAP","11.1629875","TON"
"Fuel Comb. Elec. Util.","ME","23","York","031","PM10 Primary (Filt + Cond)","CAP","11.139938086","TON"
"Fuel Comb. Elec. Util.","ME","23","York","031","PM2.5 Primary (Filt + Cond)","CAP","11.139938086","TON"
"Fuel Comb. Industrial","ME","23","Penobscot","019","Ammonia","CAP","10.900206522","TON"
"Fuel Comb. Industrial","ME","23","Lincoln","015","Volatile Organic Compounds","CAP","10.7875852893","TON"
"Highway Vehicles","ME","23","Knox","013","Ammonia","CAP","10.636771372149","TON"
"Fuel Comb. Other","ME","23","Oxford","017","Lead","CAP/HAP","10.63460438","LB"
"Petroleum & Related Industries","ME","23","Hancock","009","Volatile Organic Compounds","CAP","10.51","TON"
"Petroleum & Related Industries","ME","23","York","031","Sulfur Dioxide","CAP","10.35","TON"
"Miscellaneous","ME","23","Hancock","009","Nitrogen Oxides","CAP","10.217170496101","TON"
"Petroleum & Related Industries","ME","23","Aroostook","003","Carbon Monoxide","CAP","10","TON"
"Waste Disposal & Recycling","ME","23","Piscataquis","021","Volatile Organic Compounds","CAP","9.9621006","TON"
"Petroleum & Related Industries","ME","23","Sagadahoc","023","Volatile Organic Compounds","CAP","9.88","TON"
"Fuel Comb. Other","ME","23","Waldo","027","Lead","CAP/HAP","9.853289746","LB"
"Fuel Comb. Industrial","ME","23","Sagadahoc","023","Ammonia","CAP","9.831046512","TON"
"Highway Vehicles","ME","23","Piscataquis","021","PM2.5 Primary (Filt + Cond)","CAP","9.6948270585","TON"
"Waste Disposal & Recycling","ME","23","Oxford","017","Sulfur Dioxide","CAP","9.67906342","TON"
"Highway Vehicles","ME","23","Androscoggin","001","Sulfur Dioxide","CAP","9.65548717453","TON"
"Fuel Comb. Industrial","ME","23","Piscataquis","021","Volatile Organic Compounds","CAP","9.6237620394","TON"
"Fuel Comb. Other","ME","23","Knox","013","Lead","CAP/HAP","9.58410244","LB"
"Highway Vehicles","ME","23","Franklin","007","Ammonia","CAP","9.5510603667","TON"
"Off-Highway","ME","23","Hancock","009","Sulfur Dioxide","CAP","9.4752876829562","TON"
"Fuel Comb. Elec. Util.","ME","23","Aroostook","003","Lead","CAP/HAP","9.236","LB"
"Fuel Comb. Other","ME","23","Sagadahoc","023","Lead","CAP/HAP","9.188280382","LB"
"Fuel Comb. Industrial","ME","23","York","031","Lead","CAP/HAP","8.738505312","LB"
"Other Industrial Processes","ME","23","Piscataquis","021","Carbon Monoxide","CAP","8.6629137","TON"
"Fuel Comb. Elec. Util.","ME","23","Penobscot","019","Lead","CAP/HAP","8.6","LB"
"Fuel Comb. Industrial","ME","23","Kennebec","011","Ammonia","CAP","8.582499297","TON"
